,Product,Unit Price
11805,"Garnier Maschera Nutriente Fructis Hair Food, 3in1, Capelli Secchi, Banana","€ 13,08 all/390.0 ml"
11806,RestivOil Complex Olio-Shampoo per Cute Sensibile Antiforfora per capelli da normali a grassi 150 ml,"€ 52,67 all/150.0 ml"
11807,Mentadent Tecnic Clean hard,"€ 2,19 alpz/1.0 pz"
11808,"L'Oréal Paris Balsamo Elvive Total Repair 5, Per Capelli Danneggiati 250 ml","€ 18,36 all/250.0 ml"
11809,Palmolive sapone liquido mani Aquarium vegano 300 ml,"€ 10,63 all/300.0 ml"
11810,Golden Lady Gambaletto velato 20 Den daino,"€ 1,60 alpz/1.0 pz"
11811,"L'Oréal Paris Shampoo Elvive Energizzante Citrus, Per Capelli da Normali a Grassi, 285 ml","€ 16,11 all/285.0 ml"
11812,Tenderly Vintage edition 4 pz,"€ 0,82 alpz/4.0 pz"
11813,Splend'Or Lacca Fissaggio Forte 300 mL,"€ 10,30 all/300.0 ml"
11814,Acqua alle Rose Acqua Micellare Struccante 200 ml,"€ 23,45 all/200.0 ml"
11815,Nivea Crema Corpo Nutriente Pelle secca o molto secca 500 ml,"€ 7,98 all/500.0 ml"
11816,Chilly lenitivo detergente intimo 2 x 200 ml,"€ 9,98 all/400.0 ml"
11817,Mentadent White Now 75 ml,"€ 33,20 all/75.0 ml"
11818,L'Oréal Paris Ritocco Perfetto I Bruni Spray Istantaneo Ritocco Radici 75 ml,"€ 6,49 alpz/1.0 pz"
11819,Colgate dentifricio sbiancante Max White Ultra Active Foam 50 ml,"€ 99,80 all/50.0 ml"
11820,Tampax Regular x20,"€ 0,16 alpz/20.0 pz"
11821,Pantene Pro-V Shampoo Antiforfora 2x225 ml,"€ 8,64 all/450.0 ml"
11822,Scholl ExpertCare Deodorante Piedi 150 ml,"€ 29,27 all/150.0 ml"
11823,Lines Idea Sottile Giorno ripiegato con ali x14,"€ 0,11 alpz/14.0 pz"
11824,Garnier Cadonett lacca fissaggio normale 250 mL,"€ 16,36 all/250.0 ml"
11825,Carrefour Idratante Corpo all'Aloe Vera 400 ml,"€ 6,23 all/400.0 ml"
11826,Mentadent White System medium,"€ 2,95 alpz/1.0 pz"
11827,Carrefour Lotion Fazzoletti Extra Soft* 4 Veli 12 pz,"€ 0,15 alpz/12.0 pz"
11828,L'Oréal Paris Studio Line Invisi fix 8 Gel mineral 24h 150 ml,"€ 26,60 all/150.0 ml"
11829,Tena discreet Maxi Night 12 pz,"€ 0,63 alpz/12.0 pz"
11830,infasil Deospray Freschezza Naturale 150 ml,"€ 26,60 all/150.0 ml"
11831,Mentadent Professional medium 4 pezzi,"€ 4,19 alpz/1.0 pz"
11832,"equilibra Carbone Vegetale Gas - Gonfiore 50 Compresse 40,0 g","€ 144,75 alkg/40.0 g"
11833,Nidra Saponelatte Idratante con proteine del Latte 3 x 90 g,"€ 6,63 alkg/270.0 g"
11834,Listerine Difesa Denti e Gengive Menta Fresca 95 ml,"€ 20,95 all/95.0 ml"
11835,Lines Seta ultra con Ali x112,"€ 0,16 alpz/112.0 pz"
11836,Tena discreet Ultra Mini 28 pz,"€ 0,11 alpz/28.0 pz"
11837,"Garnier Shampoo Ultra Dolce Latte di Cocco e Macadamia, Capelli Morbidi e Setosi, 250 ml","€ 12,76 all/250.0 ml"
11838,adidas Active Start Shower Gel 250 mL,"€ 8,60 all/250.0 ml"
11839,Enervit Sport Performance Bar Gusto Cacao 60 g,"€ 33,17 alkg/60.0 g"
11840,parodontax Dentifricio Quotidiano con Fluoro Whitening Gengive + Alito Cattivo & Sensibilità 75 ml,"€ 57,87 all/75.0 ml"
11841,nectar of Bio Soft Conditioner All hair types 200 ml,"€ 9,95 all/200.0 ml"
11842,nectar of Bio Soft Shampoo All hair types 250 ml,"€ 7,96 all/250.0 ml"
11843,nectar of Bio Latte Detergente Delicato Per tutte le pelli anche sensibili 200 ml,"€ 12,95 all/200.0 ml"
11844,"L'Oréal Paris Shampoo Elvive Color Vive, Per Capelli Colorati, 285 ml","€ 16,11 all/285.0 ml"
11845,"L'Oréal Paris Shampoo Elvive Antiforfora, Per Capelli Grassi, 285 ml","€ 16,11 all/285.0 ml"
11846,"L'Oréal Paris Shampoo Elvive Total Repair 5, Per Capelli Danneggiati, 285 ml","€ 16,11 all/285.0 ml"
11847,8300497008131 - 566792,"€ 1,60 alpz/1.0 pz"
11848,Borotalco Invisibile Deo Roll On 50 ml,"€ 77,80 all/50.0 ml"
11849,"Garnier Shampoo Solido Ultra Dolce Camomilla e Miele, Per Capelli Luminosi e Brillanti, 60 g","€ 66,50 alkg/60.0 g"
11850,Intesa Pour Homme Schiuma da Barba con Aloe e Olio di Canapa 300 ml,"€ 4,97 all/300.0 ml"
11851,Pantene Pro-V X Moschino Maschera Protezione Cheratina Lisci Effetto Seta 300 ml,"€ 14,97 all/300.0 ml"
11852,I Provenzali Sapone Vegetale Corpo Mandorle Dolci 250 g,"€ 8,76 alkg/250.0 g"
11853,Blanx Black ai Carboni Attivi 100% Naturali 75 ml,"€ 30,53 all/75.0 ml"
11854,Borotalco Fresco Profumo di Talco Fresco Deo Spray 150 ml,"€ 21,93 all/150.0 ml"
11855,"Gillette Series Schiuma da Barba Pelli Sensibili, 200 + 50ml Gratis","€ 11,16 all/250.0 ml"
11856,equilibra Aloe Shampoo Idratante per tutti i tipi di capelli 250 ml,"€ 15,96 all/250.0 ml"
11857,I Provenzali Olio di Mandorle Dolci Puro Senza profumo Elasticizzante 250 ml,"€ 18,76 all/250.0 ml"
11858,elmex collutorio Sensitive denti sensibili 400 ml,"€ 16,23 all/400.0 ml"
11859,Listerine Total Care Gusto Delicato Menta Pura 1 L,"€ 5,90 all/1000.0 ml"
11860,Bilba Spuma Ricci Perfetti con Ceramidi e Gocce d'Argan 200 ml,"€ 14,95 all/200.0 ml"
11861,"L'Oréal Paris Tinta Capelli Casting Creme Gloss, Senza Ammoniaca, 500 Castano Chiaro","€ 9,59 alpz/1.0 pz"
11862,I Provenzali Saponetta Vegetale Extrafina Profumata Vaniglia e Cannella 100 g,"€ 17,00 alkg/100.0 g"
11863,Herbal Essences Balsamo Formula Vegana Ripara con Olio di Argan 200 ml,"€ 9,95 all/200.0 ml"
11864,Gillette Blue II Rasoio da Uomo Usa e Getta - 20 rasoi,"€ 0,22 alpz/20.0 pz"
11865,Carrefour Maxi Absorption Absodys 28 pz,"€ 0,21 alpz/28.0 pz"
11866,Fria Milleusipiù Detergenti Effetto Igienizzante 12 pz,"€ 0,16 alpz/12.0 pz"
11867,o.b. ProComfort Ultimate Comfort* Normal 16 pz,"€ 0,12 alpz/16.0 pz"
11868,Listerine Difesa Denti e Gengive Gusto Delicato Menta Fresca 500 ml,"€ 11,00 all/500.0 ml"
11869,Carrefour Primo Soccorso Cerotto in rocchetto trasparente 1 pz,"€ 2,15 alpz/1.0 pz"
11870,Carrefour Acquastop Cerotti Medi 20 pz,"€ 0,10 alpz/20.0 pz"
11871,Fresh & Clean Intimo Extra Fresco pH 5.0 Salviettine Aloe Vera e Salvia 20 pz,"€ 0,11 alpz/20.0 pz"
11872,Chilly gel detergente intimo 50 ml,"€ 43,80 all/50.0 ml"
11873,Neutro Roberts dermazero micellare Bagnodoccia 600 ml,"€ 7,33 all/600.0 ml"
11874,Pasta del Capitano Placca e Carie 75 ML,"€ 27,87 all/75.0 ml"
11875,Carrefour Soft Multi Action Collutorio 500 ml,"€ 3,38 all/500.0 ml"
11876,Carrefour Soft Flash Timer* +3 Anni,"€ 2,75 alpz/1.0 pz"
11877,"Garnier Ultra Dolce Balsamo Purificante e Idratante Carbone Magnetico, 200 ml","€ 15,95 all/200.0 ml"
11878,Carrefour neutro Detergente Liquido Profumo Delicato 1000 ml,"€ 1,89 all/1000.0 ml"
11879,Veet Pure Strisce Depilatorie Viso Pelli Sensibili 16 pz,"€ 0,45 alpz/16.0 pz"
11880,Lines Natura Giorno con Ali 10+2 pz,"€ 0,23 alpz/12.0 pz"
11881,Leocrema Crema Nutriente Multiuso Pellemorbida Germe di Grano e Vitamina E 150 ml,"€ 15,67 all/150.0 ml"
11882,Carrefour Soft Fresh Deodorante 50 ml,"€ 39,80 all/50.0 ml"
11883,"Garnier Belle Color Colore Luminoso, Tinta per Capelli Bianchi 20 Castano Chiaro Naturale","€ 6,29 alpz/1.0 pz"
11884,Clinians Hydra Plus Crema Idratante Leggera Pelli Normali o Miste 50 mL,"€ 89,80 all/50.0 ml"
11885,Lactacyd Protezione Extra Fresh Detergente intimo per pelli normali 300 ml,"€ 13,97 all/300.0 ml"
11886,"L'Oréal Paris Shampoo Elvive Olio Straordinario Ricci Sublimi, Per Capelli Ricci e Secchi, 285 ml","€ 16,11 all/285.0 ml"
11887,Tena Pants Discreet M 12 pz,"€ 0,69 alpz/12.0 pz"
11888,Nivea Q10 Anti-Rughe Power Crema Notte Rimpolpante 50 ml,"€ 131,80 all/50.0 ml"
11889,Venus L'Originale Crema da Giorno Idratante Protettiva 50 mL,"€ 53,80 all/50.0 ml"
11890,"elmex spazzolino Sensitive denti sensibili, morbido","€ 4,19 alpz/1.0 pz"
11891,"equilibra Aloe Stick Labbra Protettivo - Lenitivo 5,5 ml","€ 518,00 all/5.0 ml"
11892,Bic Flex 5 3 pz,"€ 1,33 alpz/3.0 pz"
11893,equilibra Aloe Deo Stick Antiodorante Delicato 50 ml,"€ 65,80 all/50.0 ml"
11894,Veet Men Crema Depilatoria Petto e Corpo Pelli Normali 200 ml,"€ 24,35 all/200.0 ml"
11895,Tena Pants Plus L 8 pz,"€ 1,28 alpz/8.0 pz"
11896,Carrefour Elastic Cerotto in striscia 100 x 6 cm 1 pz,"€ 2,19 alpz/1.0 pz"
11897,Gillette Sensor Excel Bilama 5 Ricariche,"€ 1,98 alpz/5.0 pz"
11898,Matt Benessere Vigore Vitamine & Minerali 20 compresse effervescenti 90 g,"€ 62,11 alkg/90.0 g"
11899,"Matt Divisione Pharma Vitamine e Minerali complex 60 compresse 79,8 g","€ 188,61 alkg/79.0 g"
11900,Glysolid Classica 100 ml,"€ 28,50 all/100.0 ml"
11901,Acqua di Colonia Freschezza 500 ml,"€ 5,98 all/500.0 ml"
11902,Neutro Roberts spray fresco Monoi & Fresia 150 ml,"€ 26,60 all/150.0 ml"
11903,Neutro Roberts asciutto zero% alcol legno iris e mandorla Deo Spray 150 ml,"€ 26,60 all/150.0 ml"
11904,"Garnier Ultra Dolce Shampoo all' Olio di Cocco e Burro di Cacao per capelli lisci, 300 ml","€ 9,97 all/300.0 ml"
11905,Gum Bi-Direction Scovolino mm 0.9 ISO Size 2 6 pz,"€ 4,27 alpz/1.0 pz"
11906,Pantene Pro-V Balsamo Rigenera & Protegge 90 ml,"€ 18,78 all/90.0 ml"
11907,Lines Specialist Mini 18 pezzi,"€ 0,19 alpz/18.0 pz"
11908,Carrefour Spugna per massaggio,"€ 3,09 alpz/1.0 pz"
11909,"Carrefour ""Respira"" Cerotti nasali 14 pz","€ 0,24 alpz/14.0 pz"
11910,Garnier Fructis Style Strutturante Gel extra forte 04 200 ml,"€ 21,95 all/200.0 ml"
11911,Apoteke Pronta Medicazione Siringhe con Ago Indolore 5 ml 10 pz,"€ 2,60 alpz/1.0 pz"
11912,Spuma di Sciampagna Benessere Idratante Sapone Crema 400 ml,"€ 6,23 all/400.0 ml"
11913,Mentadent Protezione Famiglia medium 2 pz,"€ 1,00 alpz/2.0 pz"
11914,Carrefour Traverse Absodys 60x90 cm 20 pz,"€ 0,46 alpz/20.0 pz"
11915,Glysolid Crema mani classica mani screpolate 100 ml,"€ 26,50 all/100.0 ml"
11916,Veet Easy-Gel Strisce Depilatorie Pelli Normali Corpo e Gambe 16 pz,"€ 0,32 alpz/16.0 pz"
11917,Sunsilk Morbidi & luminosi Balsamo 350 ml,"€ 9,86 all/350.0 ml"
11918,Garnier Cadonett lacca fissaggio forte 250 mL,"€ 16,36 all/250.0 ml"
11919,Carrefour Soluzione per Lenti a Contatto 360 ml,"€ 14,69 all/360.0 ml"
11920,Neutro Roberts intimo con antibatterico con estratto di tea tree 200 ml,"€ 17,45 all/200.0 ml"
11921,Carrefour Soft Strisce Depilatorie Corpo Pelli Sensibili 20 pz + 2 salviettine,"€ 0,10 alpz/20.0 pz"
11922,Palmolive sapone liquido mani Naturals latte e miele 300 ml,"€ 10,63 all/300.0 ml"
11923,Malizia Uomo Musk Eau de Toilette Deodorant 150 mL,"€ 23,93 al l/150.0 ml"
11924,Enervit Protein 50% Bar with Vitamins Dark Choco 40 g,"€ 56,25 alkg/40.0 g"
11925,"Gillette Rasoio Uomo Blue3 Smooth Usa e Getta a 3 Lame, Confezione da 4 rasoi+2 Gratis = 6 Rasoi","€ 0,92 alpz/6.0 pz"
11926,Kaloderma Nutriente Karité Fluida Corpo per Pelle Secca e Molto Secca 400 ml,"€ 10,23 all/400.0 ml"
11927,Palmolive ricarica sapone liquido Hygiene Plus protettivo antibatterico 900 ml,"€ 4,99 all/900.0 ml"
11928,Tenderly la Carta Igienica Fior di Lino 4 pz,"€ 1,07 alpz/4.0 pz"
11929,Gillette Rasoio da Donna Usa e Getta Venus Oceana - 3 Rasoi + 1 Gratis = 4 Rasoi,"€ 1,75 alpz/4.0 pz"
11930,adidas Fresh Endurance 72H Anti-Perspirant 150 ml,"€ 18,13 all/150.0 ml"
11931,Carrefour Primo Soccorso Benda coesiva 1 pz,"€ 2,19 alpz/1.0 pz"
11933,Carrefour Soft Green Spazzolino da denti Medio Manico 100% Natural Bamboo,"€ 1,99 alpz/1.0 pz"
11934,Borotalco Rilassante Lavanda e Iris Bagnodoccia 600 ml,"€ 7,33 all/600.0 ml"
11935,Strep Crystal Strisce Depilatorie Viso e Parti Delicate 20 Strisce + 4 Salviettine Post-Epilazione,"€ 0,26 alpz/20.0 pz"
11936,sloggi 24/7 Cotton Midi tg. 5 White 1 pz,"€ 6,90 alpz/1.0 pz"
11937,nectar of Bio Acqua Micellare Dolcezza Tutte le pelli anche sensibili 400 ml,"€ 7,48 all/400.0 ml"
11938,Golden Lady Collant velato Leda 20 Den daino 2 paia taglia 3,"€ 2,50 alpz/1.0 pz"
11939,"L'Oréal Paris Shampoo 2in1 Elvive Multivitaminico, Azione Vitalizzante per Tutti i Capelli, 285 ml","€ 16,11 all/285.0 ml"
11940,"Garnier Maschera in Tessuto Skin Active Hydra Bomb, Idratante e Rivitalizzante,Tutti i Tipi di Pelle","€ 71,07 alkg/28.0 g"
11941,Tesori d'Oriente Muschio Bianco Profumo Aromatico 100 ml,"€ 39,90 all/100.0 ml"
11942,Veet Silky Fresh Crema Depilatoria Spray Pelli Sensibili Corpo e Gambe 150 ml,"€ 32,60 all/150.0 ml"
11943,Nivea Black & White Invisible Fresh Anti-Perspirant 50 ml,"€ 49,80 all/50.0 ml"
11944,Nivea Q10 Anti-Rughe Power Contorno Occhi Rassodante 15 ml,"€ 532,67 all/15.0 ml"
11945,Pantene Pro-V Shampoo Linea Classica 2x225 ml,"€ 8,64 all/450.0 ml"
11946,Lactacyd Salviettine intime x15,"€ 0,12 alpz/15.0 pz"
11947,Borotalco purø Profumo di Borotalco Deo 0% Sali 150 ml,"€ 21,93 all/150.0 ml"
11948,Nivea Crema Corpo Vellutante Pelle Secca 250 ml,"€ 15,16 all/250.0 ml"
11949,Borotalco Intensivo Profumo di Borotalco Deo Spray 150 ml,"€ 21,93 all/150.0 ml"
11950,"Maybelline New York Mascara Ciglia Sensazionali Sky High, Volumizzante e Allungante, Black 7,2 ml","€ 998,89 all/9.0 ml"
11951,"Garnier Shampoo Solido Ultra Dolce Argan, Nutriente per Capelli Secchi, Spenti, 60 g","€ 79,80 alkg/50.0 g"
11952,Sanex deodorante roll-on Zero% Extra Control protezione 48h 50 ml,"€ 43,80 all/50.0 ml"
11953,Bilba Cera Fix semi di lino e cristalli liquidi 100 ml,"€ 29,90 all/100.0 ml"
11954,Neutro Roberts doccia shampoo rinfrescante con Eucalipto&Mentolo 250 ml,"€ 7,96 all/250.0 ml"
11955,"Garnier Maschera in Tessuto SkinActive Hydra Bomb Lavanda, Formula Super Idratante Effetto Relax 28g","€ 71,07 alkg/28.0 g"
11956,Nivea Crema Giorno Nutriente 24H Idratazione SPF 15 50 ml,"€ 79,80 all/50.0 ml"
11957,Mentadent Sensitive 75 ml,"€ 30,27 all/75.0 ml"
11958,meridol collutorio Protezione Gengive con antibatterico 400 ml,"€ 12,23 all/400.0 ml"
11959,Carrefour Spugna morbida da bagno,"€ 1,45 alpz/1.0 pz"
11960,L'Oréal Paris Studio Line Invisi Fix 5 Gel-crema mineral 24h 150 ml,"€ 30,60 all/150.0 ml"
11961,RestivOil Fisiologico Olio-Shampoo per Cute Sensibile per capelli da normali a grassi 150 ml,"€ 52,67 all/150.0 ml"
11962,Dove mousse doccia con olio di rosa 200 ml,"€ 16,45 all/200.0 ml"
11963,Nuvenia dailies style Sottilissimo Proteggi Slip Ripiegati in Bustina 32 pz,"€ 0,07 alpz/32.0 pz"
11964,Carefree Plus Large Fragranza Delicata Salvaslip 48 pz,"€ 0,11 alpz/48.0 pz"
11965,Wilkinson Sword Rasoio usa&getta Xtreme 3 Sensitive 4+2 pz,"€ 0,83 alpz/6.0 pz"
11966,Tena discreet Normal 12 pz,"€ 0,31 alpz/12.0 pz"
11967,Amuchina Gel X-GERM 250ml,"€ 27,96 all/250.0 ml"
11968,Nivea Care crema nutriente 200 ml,"€ 26,95 all/200.0 ml"
11969,infasil Uomo Derma48H Deospray salva camicie 150 ml,"€ 27,93 al l/150.0 ml"
11970,Felce Azzurra Sapone Classico 300 ml,"€ 6,30 all/300.0 ml"
11971,Sanex deodorante spray pH Balance Dermo Extra Control 48h 150 ml,"€ 14,60 all/150.0 ml"
11972,Gum Bi-Direction Scovolino mm 0.7 ISO Size1 6 pz,"€ 4,27 alpz/1.0 pz"
11973,pompea Classico Gambaletto opaco 20 den Tg. Unica Polvere Dorata 2 Paia,"€ 1,60 alpz/1.0 pz"
11974,Neutro Roberts fresco tè verde & lime Deo Spray 50 ml,"€ 57,80 all/50.0 ml"
11975,Palmolive sapone liquido Hygiene Plus protettivo antibatterico 300 ml,"€ 10,63 all/300.0 ml"
11976,Borotalco Muschio Bianco Rinfrescante Bagnodoccia 600 ml,"€ 7,33 all/600.0 ml"
11977,sunsilk Ricarica Naturale 1 Minute Scrub! Shampoo Detox per Cute Sensibile 200 ml,"€ 13,95 all/200.0 ml"
11978,Carrefour Dentalyss Gengive 75 ml,"€ 10,00 all/75.0 ml"
11979,Nuvenia goodnight Ultra X-Large+ con Ali 9 pz,"€ 0,24 alpz/9.0 pz"
11981,elmex collutorio Protezione Carie rinfresca l'alito 100 ml,"€ 20,90 all/100.0 ml"
11982,Kera Science Professional Color Boost Shampoo Luminosità Assoluta 400 ml,"€ 8,73 all/400.0 ml"
11983,Carrefour Comfort Cerotti assortiti 3 formati 25 pz,"€ 0,09 alpz/25.0 pz"
11984,Carrefour Soluzione Fisiologica 30 x 5 ml,"€ 21,93 all/150.0 ml"
11985,Carrefour Ultra Sottili Normal+ 14 pz,"€ 0,11 alpz/14.0 pz"
11986,"Garnier Maschera Riparatrice Fructis Hair Food, 3in1 Capelli Danneggiati, Papaya","€ 13,08 all/390.0 ml"
11987,Mentadent Interdental Expert medium,"€ 2,15 alpz/1.0 pz"
11988,"Garnier Ambre Solaire Protezione solare Natural Bronzer, Salvietta autoabbronzante, 5,6 ml","€ 0,12 alpz/30.0 pz"
11989,Amuchina Soluzione disinfettante concentrata 250 ml,"€ 15,96 all/250.0 ml"
11990,Pantene Shampoo+Balsamo+Trattamento 3in1 Lisci Effetto Seta 225 ml,"€ 15,96 all/225.0 ml"
11991,Mentadent Protezione Attiva 5X 400 ml,"€ 10,48 all/400.0 ml"
11992,Neutro Roberts pelle sensibile con avena e cocco Bagnodoccia 600 ml,"€ 7,33 all/600.0 ml"
11993,Carrefour Perfect 5 Pelli Sensibili 4 pz,"€ 1,50 alpz/4.0 pz"
11994,durex Pleasuremax Regular 10 Preservativi,"€ 12,70 alpz/1.0 pz"
11995,"L'Oréal Paris Balsamo Elvive Dream Long, Per Capelli Lunghi e Lisci","€ 18,36 all/250.0 ml"
11996,nectar of Bio Maschera Ristrutturante Capelli secchi 200 ml,"€ 14,45 all/200.0 ml"
11997,Spuma di Sciampagna Benessere Nutriente Bagnodoccia Crema Olio di Argan e Patchouli 650 ml,"€ 4,54 all/650.0 ml"
11998,Golden Lady Collant velato Leda 20 Den daino 2 paia taglia 4,"€ 2,50 alpz/1.0 pz"
11999,Les Cosmetiques Design Paris nectar of Bio Crema Giorno Idratante 50 ml,"€ 71,80 all/50.0 ml"
12000,"Garnier Balsamo Nutriente Fructis Hair Food, Balsamo alla banana per capelli secchi, 350 ml","€ 11,11 all/350.0 ml"
12001,"Gillette Lamette di Ricambio per Rasoio da Uomo Mach3, 5 Ricariche","€ 2,21 alpz/5.0 pz"
12002,Neutro Roberts idratante con glicerina naturale Sapone Liquido Ricarica 2 x 200 ml,"€ 8,98 all/400.0 ml"
12003,parodontax Collutorio Quotidiano Protezione Gengivale Attiva Extra Fresh 500 ml,"€ 14,58 all/500.0 ml"
12004,Proraso Lozione Dopobarba Rinfrescante 100 ml,"€ 44,90 all/100.0 ml"
12005,Nivea Crema Giorno Idratante Rinfrescante 24H Idratazione SPF 15 50 ml,"€ 79,80 all/50.0 ml"
12006,Nivea Q10 Anti-Rughe Minimizzante Pori Crema Giorno Levigante SPF 15 50 ml,"€ 131,80 all/50.0 ml"
12007,durex Supersottile Aderente 10 Preservativi,"€ 9,79 alpz/1.0 pz"
12008,Listerine Advanced White Gusto Delicato Menta 1 L,"€ 5,90 all/1000.0 ml"
12009,Pantene Pro-V Olio per Capelli Infuso di Argan Lisci Effetto Seta 100ml,"€ 55,90 all/100.0 ml"
12010,igiene+ spray multiuso con Igienizzante per Oggetti e Superfici 150 ml,"€ 25,27 all/150.0 ml"
12011,Bic Pure lady Rasoio 6 pz + 2,"€ 0,26 alpz/8.0 pz"
12012,Mentadent Esperti in Prevenzione setole medie con antibatterico,"€ 2,99 alpz/1.0 pz"
12013,equilibra Aloe Crema Mani e Unghie Idratante - Protettiva 75 ml,"€ 41,20 all/75.0 ml"
12014,Enervit Liquid Gel Lemon Flavour 60 ml,"€ 33,17 alkg/60.0 g"
12015,Dove Idratazione Quotidiana Balsamo per Tutti i Tipi di Capelli 180 ml,"€ 11,06 all/180.0 ml"
12016,"Gillette Lamette di Ricambio per Rasoio da Uomo ProGlide, 6 Ricariche","€ 3,17 alpz/6.0 pz"
12017,equilibra Aloe Deo Vapo Antiodorante Delicato 75 ml,"€ 53,20 all/75.0 ml"
12018,sunsilk Liscio perfetto 1 Minute Wow! Trattamento Intensivo 180 mL,"€ 13,83 all/180.0 ml"
12019,Head & Shoulders Shampoo Antiforfora Capelli Grassi Pulizia Profonda 250 ml,"€ 21,56 all/250.0 ml"
12020,Nivea Anti-Perspirant Dry Fresh 50 ml,"€ 49,80 all/50.0 ml"
12021,durex Massage 2in1 Aloe Vera Lenitivo 200 ml,"€ 29,95 all/200.0 ml"
12022,Pro's Pinza Depilatoria Punta Obliqua,"€ 1,99 alpz/1.0 pz"
12023,Pro's Spazzolino Unghie,"€ 1,79 alpz/1.0 pz"
12024,Garnier PureActive Intense - 3in1 anti-punti neri - 150 ml,"€ 25,93 all/150.0 ml"
12025,"Garnier Maschera in Tessuto Hydra Bomb,Idratante e Illuminante,Con Vitamina C,Pelli Non Uniformi 28g","€ 2,69 alpz/1.0 pz"
12026,Palmolive bagnoschiuma Aroma Essence Forever Happy 500 ml,"€ 5,58 all/500.0 ml"
12027,Nivea Crema Mani Nutriente 100 ml,"€ 29,90 all/100.0 ml"
12028,elmex dentifricio Protezione Carie Professional 75 ml,"€ 58,53 all/75.0 ml"
12029,o.b. ProComfort Ultimate Comfort* Mini Tampons 16 pz,"€ 1,99 alpz/1.0 pz"
12030,"L'Oréal Paris Elvive Rapid Reviver, Balsamo Intensivo Istantaneo Total Repair 5, 180ml","€ 19,94 all/180.0 ml"
12031,Splend'Or Lacca Fissaggio Normale 300 mL,"€ 10,30 all/300.0 ml"
12032,"I Provenzali Stick Labbra Vegetale Karité Ultra Emolliente 5,5 ml","€ 590,00 all/5.0 ml"
12033,Carrefour Baby Spugna Baby,"€ 4,39 alpz/1.0 pz"
12034,Tena Men Absorbent Protector Level 2 10 pz,"€ 0,10 alpz/60.0 pz"
12035,"Laboratoires Vitarmonyl Fermenti Lattici equilibrio flora intestinale 30 capsule 8,9 g","€ 754,44 alkg/9.0 g"
12036,Pantene Shampoo+Balsamo+Trattamento 3in1 Antiforfora 225 ml,"€ 15,96 all/225.0 ml"
12037,Fria Milleusipiù Detergenti Effetto Igienizzante 48 pz,"€ 0,07 alpz/48.0 pz"
12038,Gum 305 duro,"€ 2,75 alpz/1.0 pz"
12039,Noxzema Protective Shave Nutriente Schiuma da Barba con Burro di Cacao 300 ml,"€ 10,97 all/300.0 ml"
12040,Akuel Skyn Original Preservativi Senza Lattice 9 pz,"€ 7,80 alpz/1.0 pz"
12041,Gillette Blue II Plus Slalom Rasoio da Uomo Usa e Getta - 8 rasoi,"€ 0,81 alpz/8.0 pz"
12042,Mentadent Microgranuli 4 x 75 ml,"€ 26,63 all/300.0 ml"
12043,Mentadent White System 4 x 75 ml,"€ 26,63 all/300.0 ml"
12044,L'Oréal Paris Elnett Satin Lacca Fissaggio Normale 75 ml,"€ 47,87 all/75.0 ml"
12045,Amuchina Cute Spray Igienizzante Pronto all'Uso 200 ml,"€ 22,95 all/200.0 ml"
12046,Neutro Roberts beauty con oli dermorigeneranti Bagnodoccia 600 ml,"€ 7,33 all/600.0 ml"
12048,Fria MySelf maschera viso Acido Ialuronico e Miele effetto nutriente,"€ 2,25 alpz/1.0 pz"
12049,Les Cosmétiques Design Paris nectar of beauty Crema detergente idratante 300 ml,"€ 6,30 all/300.0 ml"
12050,Les Cosmetiques Design Paris nectar of beauty Nutrition Stick Labbra con Melograno Colore Rosato 4 g,"€ 1,70 alpz/1.0 pz"
12051,Simpl Choice Proteggi Slip 50 pz,"€ 0,03 alpz/50.0 pz"
12052,Nuvenia dailies style String Proteggi Slip 30 pz+6 Gratis,"€ 0,07 alpz/36.0 pz"
12053,"equilibra Aloe vera Extra 99,5% 1000 ml","€ 19,20 all/1000.0 ml"
12054,"Carrefour Ricariche Scovolino Interdentale 0,6mm (ISO 0) 10 pz","€ 0,26 alpz/10.0 pz"
12055,Carrefour Elastic Cerotti assortiti 2 formati 20 pz,"€ 0,11 alpz/20.0 pz"
12056,"Gillette Venus Lamette Rasoi Donna Smooth per Rasoio a 3 Lame, Confezione da 4","€ 3,25 alpz/4.0 pz"
